1988,1.5760874,0.10598484,0.1045625,1.36554,2.0866217,1.8340618,1.8280315,1.2629696,0.44980999,0.11525192,0.006030297,0.25255982,0.00313,0.000446579,0,0.001319087,0,0,0.000008832,0,0.000065,0,0,0.0010608,0.058725,0.137104,0.015159,0.0043431,0.00074943,0.0133185,0.006978,0.014488,0,0.0001582,0.0004773,0,0.00036976,0.00008283,0.000030205,0.0005765,-0.39477974,-0.038716583,0.2039998,-0.4186175,-0.077198824,0.031187604,-0.095434244,-0.65392967,-0.021115236,0.3570056,0.076929977,-0.19086849,0.10567595
1989,1.7006148,0.12928901,0.16269312,1.4086327,2.1348923,1.8692282,1.8628979,1.289621,0.45379128,0.11948553,0.006330326,0.26566413,0.00321,0.000466245,0,0.001411624,0,0,1.07E-05,0,0.00007475,0,0,0.001157,0.061225,0.14344,0.017376,0.0045105,0.00082791,0.0134485,0.007302,0.015642,0,0.000198,0.0005607,0,0.00043408,0.000090915,0.00003103,0.0005775,-0.39731967,-0.040341172,0.21159564,-0.42234187,-0.077853929,0.027513424,-0.09589176,-0.65867174,-0.025364094,0.36089299,0.07761543,-0.19178352,0.10837097
1990,1.7456356,0.12654734,0.17444,1.4446482,2.1745939,1.8972934,1.8906493,1.3103479,0.45766844,0.12263292,0.0066441,0.27730055,0.00329,0.00048679,0,0.001507679,0,0,0.000012581,0.0000048,0.00008125,0,0,0.001261,0.0631875,0.149168,0.0193455,0.00467325,0.00091143,0.0135785,0.007467,0.016861,0,0.0002498,0.00064935,0,0.00049984,0.000099495,0.00003188,0.000578,-0.39876502,-0.041585907,0.21766763,-0.42488051,-0.078443746,0.024518263,-0.096040756,-0.66220867,-0.030199001,0.36475024,0.078283018,-0.19208151,0.11027526
1991,0.80674072,-0.81487245,0.15460375,1.4670094,2.2088808,1.9210736,1.914101,1.3279065,0.46154394,0.12465054,0.006972665,0.2878072,0.00337,0.000508642,0,0.001607252,0,0,0.000014421,0.0000144,0.00008775,0,0,0.0013702,0.0650375,0.154016,0.02109,0.00482205,0.0009981,0.013728,0.007674,0.018088,0,0.0003392,0.00073455,0,0.00056096,0.00010758,0.000032755,0.0005785,-0.39684054,-0.042465617,0.21661302,-0.42433434,-0.079142768,0.033451032,-0.10096187,-0.66700402,-0.036310022,0.36860411,0.078950384,-0.20192374,0.11265242
1992,0.18316716,-1.4197527,0.12536562,1.4775542,2.2359434,1.9390856,1.9317701,1.3409723,0.46457339,0.12622447,0.007315428,0.29685784,0.00345,0.000533,0,0.001710342,0,0,0.000016215,0.0000296,0.00009425,2.11E-08,0,0.001482,0.0662375,0.158208,0.022788,0.0049569,0.00108423,0.0137475,0.007854,0.019343,0,0.0004848,0.00081375,0,0.000612,0.0001155,0.000033655,0.000579,-0.39602295,-0.042460351,0.20698531,-0.4192066,-0.079893144,0.04253933,-0.1039875,-0.67157527,-0.042979945,0.37075724,0.079472098,-0.20797499,0.10993462
1993,0.8971375,-0.68190161,0.08502375,1.4940154,2.2596987,1.9560828,1.9483979,1.354375,0.4662739,0.127749,0.007684986,0.30361589,0.00353,0.000559,0,0.00181695,0,0,1.86E-05,0.00006,0.000104,6.28E-08,0,0.0015964,0.0669375,0.161536,0.0240705,0.00507005,0.00116901,0.013637,0.00783,0.020428,0,0.0006789,0.00087555,0,0.00064688,0.000122925,0.00003458,0.000579,-0.39535756,-0.042239589,0.1978419,-0.41100745,-0.08063523,0.042705748,-0.10202295,-0.67235419,-0.049030612,0.37108616,0.079764967,-0.2040459,0.10425375
1994,1.436801,-0.13151203,0.04853625,1.5197768,2.2886238,1.9801749,1.9720737,1.3745818,0.46805929,0.12943256,0.008101215,0.30844889,0.00361,0.000585,0,0.001927076,0,0,2.20E-05,0.00012,0.00012025,9.12E-07,0,0.001716,0.067375,0.164192,0.0247035,0.0051553,0.00125226,0.0135655,0.00756,0.02132,0.00007973,0.0008974,0.000927,0,0.00067648,0.00012969,0.00003553,0.0005795,-0.39218229,-0.042838711,0.19168835,-0.40212707,-0.081425509,0.044042077,-0.10152143,-0.67150917,-0.055164592,0.37143622,0.080072473,-0.20304285,0.10154317
1995,1.6412118,0.058691094,0.02604875,1.556472,2.3219854,2.0104168,2.0018007,1.400075,0.47007482,0.13165093,0.00861607,0.31156862,0.00369,0.000611,0,0.00204072,0,0,0.000034569,0.0002632,0.00014625,2.53E-06,0,0.0018278,0.067375,0.166256,0.025038,0.0052173,0.00133191,0.0134615,0.006954,0.02209,0.00026803,0.0011316,0.0009741,0,0.00071856,0.000136125,0.0000365,0.00058,-0.38560364,-0.043998277,0.19235324,-0.39494879,-0.082321534,0.04384,-0.10052827,-0.67159422,-0.060353742,0.37184501,0.080419628,-0.20105655,0.10083005
1996,1.7378777,0.12380568,0.019718125,1.5943539,2.3532368,2.0389871,2.0297115,1.4241974,0.47145507,0.13405903,0.009275646,0.31424963,0.003765,0.000637,0,0.00217712,0,0,6.25E-05,0.0005048,0.0001885,3.72E-06,0,0.001937,0.0672375,0.168016,0.025152,0.00525915,0.00140229,0.013364,0.0062454,0.02317,0.00050218,0.0013636,0.00101745,0,0.00076432,0.000140745,0.000034995,0.00058,-0.37798251,-0.045344622,0.19881725,-0.39046823,-0.083612164,0.041898582,-0.099273333,-0.6732308,-0.06358219,0.37208984,0.08065737,-0.19854667,0.10171206
1997,1.8156668,0.15327859,0.04291875,1.6194694,2.3851803,2.068861,2.058794,1.4491927,0.47326497,0.13633628,0.010066984,0.31631932,0.00384,0.000663,0,0.002334518,0,0,9.91E-05,0.0008272,0.0002405,6.02E-06,0,0.0020566,0.06705,0.169328,0.025104,0.00528395,0.00145845,0.0132535,0.0054729,0.02439,0.00077322,0.0015878,0.0010668,0,0.000796,0.0001419,0.0000328,0.00058,-0.38198734,-0.046586368,0.19751404,-0.3875598,-0.085734441,0.038557508,-0.098178287,-0.67586123,-0.06523455,0.37244438,0.080969137,-0.19635657,0.1003153
1998,1.9242133,0.18754943,0.09258375,1.6440801,2.4245114,2.1070132,2.096067,1.4810336,0.47623115,0.13880228,0.010946169,0.31749821,0.00392,0.000689,0,0.002491915,0,0,0.000148914,0.0012336,0.0002925,9.64E-06,0,0.0021606,0.0667375,0.170368,0.025035,0.00529325,0.00150165,0.013117,0.0046689,0.02527,0.00103278,0.0017892,0.00111255,0,0.00081808,0.000140745,0.00003355,0.00058,-0.39451503,-0.047069592,0.19000596,-0.385373,-0.088767463,0.033854966,-0.097165908,-0.6783763,-0.065072427,0.37309446,0.081480105,-0.19433182,0.097289676
1999,2.0332219,0.21633693,0.14625187,1.6706331,2.4608698,2.1423372,2.1304322,1.5106359,0.47868222,0.1411141,0.011904978,0.31853266,0.004,0.000715,0,0.002649313,4.97E-07,0,0.000219915,0.0017088,0.0003445,1.54E-05,0,0.0022516,0.0663,0.171184,0.0249045,0.00529325,0.00153495,0.01302015,0.0039363,0.02634,0.00128884,0.0019876,0.00115065,0,0.00083856,0.00013926,0.0000346,0.00058,-0.40425484,-0.046596046,0.18687991,-0.38406894,-0.092510096,0.028281264,-0.096240936,-0.68114167,-0.063483338,0.37361158,0.08190236,-0.19248187,0.095610996
2000,2.0961904,0.22867443,0.18119062,1.6863253,2.4875666,2.1680058,2.1550554,1.5327048,0.47934927,0.14300134,0.01295038,0.31956078,0.004075,0.000741,0,0.002806711,5.37E-06,0,0.000305452,0.0022344,0.0003965,2.51E-05,0,0.0023608,0.0658625,0.171856,0.0247545,0.00528705,0.00156069,0.0129181,0.0032898,0.02748,0.0015505,0.002208,0.0011859,0,0.00085728,0.00013761,0.000032845,0.00058,-0.41278407,-0.046678464,0.18698191,-0.38389865,-0.096584526,0.023582997,-0.09618734,-0.68608614,-0.061150577,0.37367205,0.082017279,-0.19237468,0.095464877
2001,2.1279809,0.23244422,0.19056187,1.7049748,2.5146735,2.1943428,2.1801619,1.5559009,0.4792313,0.1450297,0.014180869,0.32033076,0.00415,0.000766999,1.95E-06,0.002964108,3.16E-05,0,0.000396152,0.0028016,0.000446886,3.92E-05,0.000104522,0.0024778,0.065475,0.172432,0.024621,0.0052762,0.00158076,0.012792,0.0027471,0.02839,0.0017773,0.002407,0.00121365,0,0.00087456,0.0001353,0.00002889,0.00058,-0.41758063,-0.047846594,0.18939129,-0.38616378,-0.098806372,0.022813411,-0.096968585,-0.69071311,-0.059239253,0.37353191,0.081996954,-0.19393717,0.096242608
2002,2.1453595,0.23244422,0.17415125,1.7387641,2.549346,2.2283175,2.2127222,1.5854995,0.47978539,0.14743728,0.015595308,0.32102852,0.004225,0.000793324,5.88E-06,0.003121506,7.92E-05,2.96E-06,0.000490602,0.0034184,0.000500933,5.42E-05,0.000311056,0.0025922,0.065025,0.172784,0.0244785,0.0052638,0.00159642,0.01266005,0.0022884,0.02949,0.0019852,0.002595,0.0012336,0,0.0008904,0.00013266,0.00002549,0.00058,-0.41749013,-0.049021145,0.19379061,-0.39015976,-0.099147267,0.024874314,-0.097826878,-0.69330311,-0.057498573,0.37391377,0.082092416,-0.19565376,0.097357427
2003,2.1378986,0.23244422,0.13018687,1.7752675,2.5865574,2.2652763,2.2481923,1.6175545,0.48074821,0.14988963,0.017083966,0.32128113,0.004299152,0.000820285,9.56E-06,0.003278904,0.00013392,1.17E-05,0.000598771,0.0040704,0.000565359,7.13E-05,0.000512873,0.0027118,0.0644875,0.172816,0.024279,0.0052514,0.00160848,0.01252225,0.0019068,0.03059,0.0021791,0.002751,0.00125085,0,0.00090496,0.000129855,0.00002394,0.00058,-0.41820944,-0.049654951,0.19680419,-0.3941001,-0.099488361,0.026929382,-0.098699599,-0.695994,-0.055112283,0.37474985,0.082258298,-0.1973992,0.098416856
2004,2.1258179,0.23244422,0.086078125,1.8072955,2.6196519,2.2983952,2.2797418,1.6467939,0.48086234,0.15208552,0.018653392,0.3212567,0.004377195,0.000847858,1.29E-05,0.003436301,0.000194381,2.58E-05,0.000717704,0.004764,0.000639868,9.54E-05,0.000710546,0.0028314,0.0640125,0.172768,0.024036,0.005239,0.00161784,0.01240005,0.0015885,0.03149,0.0023247,0.00287,0.0012621,0,0.0009184,0.00012672,0.000022885,0.00058,-0.41940487,-0.049885132,0.19893538,-0.3980343,-0.099829472,0.028976828,-0.09956817,-0.69866749,-0.052266604,0.37536842,0.082277961,-0.19913634,0.099472619
2005,2.0837516,0.18401834,0.059268125,1.8404652,2.6513159,2.3301702,2.3098871,1.675125,0.48036474,0.15439741,0.020283103,0.32114562,0.004454708,0.000876018,1.63E-05,0.003593455,0.000259513,4.49E-05,0.000834021,0.0054976,0.000724224,0.000126803,0.000904534,0.002951,0.063525,0.172608,0.023793,0.00522505,0.00162513,0.01227655,0.0013245,0.03245,0.0024073,0.002988,0.00126795,0,0.00093056,0.000123255,0.00002133,0.00058,-0.41869887,-0.049924827,0.20037763,-0.40014403,-0.099953711,0.030946066,-0.1,-0.69982225,-0.049712307,0.37583022,0.082192229,-0.20082817,0.10018846
2006,1.9905206,0.06779623,0.043176875,1.8795475,2.6833863,2.3628978,2.3409797,1.7035227,0.4806562,0.15680074,0.021918126,0.32048844,0.004531678,0.000904742,1.99E-05,0.003752212,0.000328414,6.88E-05,0.000952782,0.0062088,0.000818212,0.000164195,0.001095214,0.0030732,0.062825,0.172,0.023544,0.0052111,0.00163062,0.01214655,0.0011112,0.03354,0.0024738,0.003073,0.0012723,0,0.0009416,0.00011979,0.00001948,0.00058,-0.41463593,-0.049584342,0.20044514,-0.39861216,-0.099644566,0.032760001,-0.1,-0.69795403,-0.04776609,0.37649228,0.082242446,-0.20244344,0.10022605
2007,1.9519499,0,0.032265625,1.9196843,2.7146482,2.3951182,2.3715299,1.7308597,0.48168977,0.1589804,0.023588288,0.31952996,0.004607728,0.000933365,0.000023575,0.003910428,0.000400335,0.000097155,0.001078362,0.0069064,0.000917571,0.0002045,0.001297869,0.003211,0.0619875,0.171104,0.0232785,0.0051956,0.00163458,0.011999,0.0009366,0.03478,0.0025508,0.003125,0.00127275,0,0.00095152,0.00011616,0.000017945,0.00058,-0.40911284,-0.049053023,0.19982419,-0.39526096,-0.099119057,0.034496,-0.1,-0.69456145,-0.046108334,0.37645083,0.08242052,-0.20397662,0.099923987
2008,1.9858937,0,0.025655,1.9602387,2.746985,2.4283646,2.4030782,1.7590634,0.48285328,0.1611616,0.025286391,0.31862041,0.004682478,0.000961237,2.73E-05,0.004063908,0.000474808,0.00012967,0.001207408,0.007594714,0.001018161,0.000246061,0.001526181,0.003354427,0.06115,0.170176,0.023016,0.00517855,0.00163728,0.0118248,0.0007938,0.0361,0.0026334,0.003173,0.00126765,0,0.00096016,0.000112365,0.000017405,0.00058,-0.40358987,-0.048520543,0.19920257,-0.39191073,-0.09859384,0.036232669,-0.1,-0.69114616,-0.044375283,0.37554998,0.082620987,-0.20542771,0.099621672
2009,2.0752886,0,0.07252875,2.0027598,2.7809797,2.4633415,2.4363676,1.7889061,0.48411667,0.16334486,0.026973882,0.31763818,0.004755906,0.00098836,3.12E-05,0.004212675,0.000551351,0.00016609,0.001339642,0.008255814,0.00111997,0.000288796,0.001776942,0.003487185,0.060257089,0.16913189,0.022745779,0.00516193,0.001638972,0.011606396,0.000676373,0.037444108,0.002714468,0.00333391,0.001255888,0,0.000966757,0.000108587,1.60E-05,0.000580078,-0.39806647,-0.047987599,0.19858098,-0.38856089,-0.098068709,0.037969748,-0.1,-0.68771008,-0.042477354,0.37467265,0.08283867,-0.20679675,0.099319437
2010,2.1917034,0,0.14625187,2.0454515,2.8150616,2.4984809,2.4698101,1.8189254,0.48535545,0.16552924,0.028670821,0.31658068,0.004827997,0.001014735,3.50E-05,0.004356727,0.000629425,0.000206158,0.001474784,0.008910013,0.001222948,0.000332626,0.00204704,0.003613354,0.059321038,0.16798195,0.022469938,0.005144058,0.001639912,0.011344671,0.000579569,0.038801778,0.002792988,0.00359618,0.001238116,0,0.0009714,0.000104664,1.42E-05,0.000580191,-0.39254469,-0.047453042,0.19795738,-0.3852122,-0.097544025,0.039707199,-0.1,-0.68424925,-0.040588243,0.37378751,0.083052118,-0.20808371,0.099016219
2011,2.2685169,0,0.18119062,2.0873262,2.8485121,2.533023,2.5026485,1.8483587,0.48657447,0.16771525,0.030374542,0.31548906,0.00489875,0.001040363,3.89E-05,0.004496082,0.000708731,0.000249646,0.00161273,0.009557751,0.001327072,0.000377518,0.002334038,0.003732936,0.058384621,0.1667858,0.022193972,0.005125983,0.001640353,0.011059541,0.000495958,0.040213884,0.002871478,0.003830735,0.00121712,0,0.000974922,0.000100759,1.37E-05,0.000580244,-0.38702617,-0.046915256,0.19732974,-0.38186582,-0.097020234,0.041445393,-0.1,-0.68075819,-0.03898313,0.37289706,0.083262167,-0.20928859,0.098711036
2012,2.3200181,0,0.19056187,2.1294562,2.881796,2.5674426,2.5353488,1.8776554,0.48778959,0.16990379,0.032093815,0.3143534,0.004968115,0.001065249,4.27E-05,0.00462609,0.000805433,0.000293755,0.001757601,0.010200929,0.001432352,0.000419758,0.002635859,0.003845935,0.057449082,0.16554421,0.021917622,0.005107797,0.001640422,0.010752601,0.000423172,0.041672142,0.002948469,0.00403649,0.001193425,0,0.000977347,9.69E-05,1.35E-05,0.000580268,-0.38150929,-0.046375857,0.19670009,-0.37852059,-0.09649689,0.04318396,-0.1,-0.67724169,-0.037055546,0.37200171,0.08347155,-0.21041138,0.098404869
2013,2.3460167,0,0.17415125,2.1718654,2.9151025,2.6019241,2.5680895,1.9069846,0.48901006,0.17209478,0.033834658,0.31317837,0.005036044,0.001089401,4.63E-05,0.004742116,0.000932689,0.000335856,0.001913374,0.010841297,0.001538798,0.000455734,0.002950683,0.003952351,0.0565162,0.16426351,0.021642454,0.005089548,0.001640213,0.010425198,0.000363633,0.043169347,0.003022707,0.004212624,0.001167498,0,0.000978756,9.31E-05,1.33E-05,0.000580279,-0.3759924,-0.045836457,0.19607044,-0.37517536,-0.095973546,0.044922526,-0.1,-0.67370463,-0.034972349,0.37110381,0.083681862,-0.21145207,0.098098703
2014,2.3443654,0,0.13018687,2.2141785,2.9485054,2.6365414,2.6009513,1.9364166,0.49024654,0.17428817,0.035590134,0.31196401,0.005102537,0.001112818,4.97E-05,0.004844216,0.001084841,0.000376076,0.002079686,0.01147916,0.001646392,0.000485632,0.003276937,0.004052187,0.055587576,0.16294949,0.02136934,0.005071277,0.001639794,0.010078578,0.000314942,0.044699486,0.003093148,0.004358558,0.001139749,0,0.000979221,8.93E-05,1.32E-05,0.000580285,-0.37047551,-0.045297057,0.19544079,-0.37183013,-0.095450202,0.046661092,-0.1,-0.67014673,-0.033191138,0.37020968,0.083894938,-0.21241067,0.097792536
2015,2.3427366,0,0.086078125,2.2566585,2.9820309,2.6713187,2.633964,1.9659683,0.49151179,0.17648394,0.037354665,0.31071216,0.005167594,0.0011355,5.27E-05,0.004932447,0.001257304,0.000414534,0.002256192,0.012114864,0.001755119,0.000509631,0.003613287,0.004145446,0.054664966,0.16160786,0.021098868,0.005053017,0.001639217,0.009713993,0.000275133,0.046257713,0.003158938,0.004473947,0.001110552,0,0.000978817,8.57E-05,1.32E-05,0.000580287,-0.36495862,-0.044757658,0.19481113,-0.3684849,-0.094926858,0.048399659,-0.1,-0.66656771,-0.031480822,0.36932256,0.084112979,-0.21328717,0.097486369
2016,2.3585191,0,0.059268125,2.299251,3.0155888,2.7061783,2.6670549,1.995568,0.49280482,0.17868202,0.039123414,0.30941053,0.005231214,0.001157448,5.56E-05,0.005006859,0.001446317,0.00045134,0.002442548,0.012748596,0.001864959,0.000527903,0.0039585,0.004232129,0.053748905,0.16024244,0.020831209,0.005034776,0.00163852,0.009332279,0.000233781,0.047839324,0.00321932,0.004558584,0.001080222,0,0.000977603,8.21E-05,1.12E-05,0.000580288,-0.35944173,-0.044218258,0.19418148,-0.36513967,-0.094403514,0.050138225,-0.1,-0.6629673,-0.029805357,0.36844216,0.084335814,-0.21408158,0.097180203
2017,2.3850346,0,0.043176875,2.3418578,3.0490741,2.7410061,2.700114,2.0251167,0.49411488,0.18088237,0.040892127,0.30806796,0.005293398,0.001178661,5.82E-05,0.005067503,0.001648781,0.000486593,0.00263841,0.013380402,0.001975886,0.000540611,0.004311426,0.004312238,0.052839037,0.15885559,0.020566272,0.005016555,0.001637733,0.00894966,0.000191161,0.049431251,0.003274193,0.004614234,0.00104902,0,0.000975621,7.86E-05,8.71E-06,0.000580289,-0.35392484,-0.043678859,0.19355183,-0.36179444,-0.09388017,0.051876791,-0.1,-0.65934521,-0.028153727,0.36756576,0.08456159,-0.21479389,0.096874036
2018,2.4167081,0,0.032265625,2.3844425,3.0824545,2.7757555,2.7330982,2.0545783,0.4954349,0.18308494,0.042657296,0.30669899,0.005354145,0.001199139,6.06E-05,0.005114429,0.001862173,0.000520386,0.002843445,0.014010346,0.002087877,0.000547917,0.004671067,0.004385776,0.05193528,0.15744972,0.020303984,0.004998347,0.001636879,0.008581789,0.000156309,0.051014466,0.003324063,0.004644411,0.001017183,0,0.000972917,7.53E-05,0.000008096,0.000580289,-0.34840795,-0.043139459,0.19292218,-0.3584492,-0.093356826,0.053615358,-0.1,-0.65570115,-0.026527258,0.36669156,0.084789092,-0.21542412,0.09656787
2019,2.4530963,0,0.025655,2.4274413,3.1157241,2.8104324,2.7660163,2.0839653,0.4967614,0.18528966,0.044416063,0.30529177,0.005413456,0.001218883,6.27E-05,0.005147687,0.002084446,0.000552807,0.003057338,0.01463852,0.002200909,0.000549977,0.005036563,0.004452744,0.051037813,0.15602737,0.020044306,0.004980149,0.001635975,0.008228084,0.000127809,0.052573944,0.003369399,0.004652293,0.000984932,0,0.000969535,7.20E-05,0.000007898,0.000580289,-0.34289107,-0.042600059,0.19229252,-0.35510397,-0.092833482,0.055353924,-0.1,-0.65203482,-0.024482839,0.36581867,0.085017716,-0.21597224,0.096261703
2020,2.5424838,0,0.07252875,2.4699551,3.1488904,2.8450521,2.7988861,2.1132986,0.49809095,0.1874965,0.046166024,0.30383833,0.005471331,0.001237893,6.46E-05,0.005167326,0.002313925,0.000583939,0.003279779,0.015264997,0.002314962,0.000546943,0.005407152,0.004513145,0.050146781,0.15459078,0.019787193,0.004961965,0.001635031,0.007887982,0.000104503,0.05409787,0.003410622,0.004640743,0.000952456,0,0.000965523,6.88E-05,7.79E-06,0.000580289,-0.33759603,-0.042149966,0.19148945,-0.35119403,-0.092383622,0.056642132,-0.1,-0.64855737,-0.022381622,0.36494622,0.085246873,-0.216454,0.095860583
2021,2.6570033,0,0.14625187,2.5107514,3.1818333,2.8795078,2.8316036,2.142503,0.49939521,0.18970541,0.047904189,0.30232551,0.00552777,0.001256168,6.63E-05,0.005173391,0.002549062,0.000613844,0.003510425,0.015889421,0.002429994,0.000538955,0.005781888,0.00456698,0.049260347,0.15313924,0.019532173,0.004943761,0.001634053,0.007560426,8.54E-05,0.055575408,0.003447973,0.00461224,0.000919886,0,0.000960893,6.57E-05,7.66E-06,0.000580289,-0.33274469,-0.041878484,0.19033954,-0.34615464,-0.092080731,0.057029622,-0.1,-0.6454823,-0.020762394,0.36406709,0.085471678,-0.21690085,0.095269557
2022,2.7323143,0,0.18119062,2.5511237,3.2145719,2.9138242,2.8642427,2.1717034,0.50062392,0.19191533,0.049581559,0.30074771,0.005583491,0.001274167,6.78E-05,0.005172306,0.002771021,0.00064266,0.003741338,0.016499462,0.002545667,0.000528522,0.006137176,0.004617949,0.048377628,0.1516731,0.019278966,0.004925518,0.001633048,0.007244666,6.98E-05,0.057000393,0.003481856,0.004569129,0.000887358,0,0.000955662,6.28E-05,7.50E-06,0.000580289,-0.32811521,-0.041696308,0.18901622,-0.34055055,-0.091851325,0.056966754,-0.1,-0.64260106,-0.019300039,0.36362955,0.085683467,-0.21732852,0.094583576
2023,2.7824733,0,0.19056187,2.5919114,3.2473492,2.9482377,2.8970798,2.2011892,0.5017654,0.19412523,0.051157918,0.29911144,0.005639214,0.001292349,6.92E-05,0.005170486,0.00296472,0.000670533,0.003964915,0.017084213,0.002661671,0.000518089,0.006452734,0.00466975,0.047500458,0.15019635,0.019027874,0.004907256,0.001632026,0.006940697,5.71E-05,0.058370764,0.003512809,0.004513641,0.000855029,0,0.000949892,0.000059883,7.37E-06,0.000580289,-0.32348573,-0.041514132,0.18769289,-0.33494645,-0.091621919,0.056903886,-0.1,-0.63970276,-0.017920777,0.36363072,0.085880226,-0.217737,0.093897596
2024,2.8069722,0,0.17415125,2.632821,3.2802949,2.9828741,2.9302281,2.231053,0.50284003,0.19633507,0.052646011,0.29742085,0.005694938,0.001310713,7.06E-05,0.005167934,0.003135515,0.000697529,0.004181429,0.017645634,0.002778009,0.000507656,0.006733643,0.004722381,0.046630243,0.14871231,0.018779112,0.004888993,0.001630986,0.006648392,4.67E-05,0.059683942,0.003541164,0.004447678,0.000823032,0,0.000943637,5.71E-05,7.27E-06,0.000580289,-0.31885624,-0.041331956,0.18636956,-0.32934235,-0.091392513,0.056841018,-0.1,-0.63678716,-0.016596186,0.36361486,0.086065467,-0.21812631,0.093211616
2025,2.8040919,0,0.13018687,2.673905,3.3134508,3.0177701,2.9637132,2.2613025,0.50386596,0.1985448,0.054056863,0.29568069,0.005750664,0.001329258,7.20E-05,0.005164658,0.003287779,0.000723709,0.004391151,0.018185566,0.002894684,0.000497226,0.00698437,0.004775844,0.045768239,0.147224,0.018532875,0.004870744,0.001629934,0.006367577,0.00003817,0.060938625,0.003567224,0.004372938,0.000791481,0,0.000936944,5.45E-05,7.19E-06,0.000580289,-0.31422676,-0.04114978,0.18504623,-0.32373825,-0.091163106,0.05677815,-0.1,-0.63385403,-0.015323079,0.36358657,0.086242318,-0.21849642,0.092525636
2026,2.8012462,0,0.086078125,2.7151681,3.3468239,3.0529269,2.9975267,2.2919099,0.50486238,0.20075441,0.055400172,0.29389707,0.005806392,0.001347986,7.32E-05,0.005160663,0.00342511,0.000749135,0.00459435,0.018705801,0.003011704,0.000486802,0.007208877,0.004830137,0.044915791,0.14573451,0.018289386,0.004852527,0.001628873,0.006098097,3.12E-05,0.062134766,0.003591283,0.004290944,0.000760471,0,0.000929862,5.19E-05,0.000007145,0.000580289,-0.30959727,-0.040967604,0.1837229,-0.31813415,-0.0909337,0.056715282,-0.1,-0.63090313,-0.014112557,0.3635507,0.086414086,-0.21884736,0.091839656
